CODGEO,LIBGEO,part_employes
La Garde-Adhémar,15.4,26.1
Génissieux,6.6,36
Geyssans,7.3,12.2
Gigors-et-Lozeron,12.3,6.3
Glandage,0,0
Le Grand-Serre,13.8,12.7
Grane,10.7,20.4
Les Granges-Gontardes,0,21.2
Grignan,9.3,29.1
Gumiane,0,0
Hauterives,6.8,27.1
Hostun,5.3,18.6
Izon-la-Bruisse,N/A - division par 0,N/A - division par 0
Jonchères,N/A - division par 0,N/A - division par 0
Laborel,0,0
Lachau,16.1,32.1
Lapeyrouse-Mornay,4.9,11.5
Larnage,2.5,32.8
La Laupie,15.9,25.1
Laval-d'Aix,0,10.2
Laveyron,10.4,18.8
Lemps,0,0
Lens-Lestang,22.8,11.4
Léoncel,0,31.9
Lesches-en-Diois,0,0
Livron-sur-Drôme,11.1,20.6
Loriol-sur-Drôme,9.5,25.8
Luc-en-Diois,13.4,23.7
Lus-la-Croix-Haute,10.7,29.2
Malataverne,10.2,22.5
Malissard,14.2,15.8
Manas,49.7,17.2
Manthes,4.9,12
Marches,14.5,10.4
Margès,15.5,10.8
Marignac-en-Diois,0,0
Marsanne,7.7,37
Marsaz,4.7,5.5
Menglon,16.6,1.2
Mercurol-Veaunes,15,16.6
Mérindol-les-Oliviers,0,32.2
Mévouillon,0,0
Mirabel-aux-Baronnies,4.1,13.6
Mirabel-et-Blacons,9.6,42.4
Mirmande,8.2,12.3
Miscon,0,0
Mollans-sur-Ouvèze,8.3,23.7
Montauban-sur-l'Ouvèze,28.4,0
Montaulieu,0,0
Montboucher-sur-Jabron,8.7,22.5
Montbrison-sur-Lez,0,0
Montbrun-les-Bains,7.6,19.8
Montchenu,0,13.3
Montclar-sur-Gervanne,11.1,0
Montéléger,12.5,28.7
Montélier,11.1,26
Montélimar,11.9,29.7
Montferrand-la-Fare,11.9,11.6
Montfroc,19.2,0
Montguers,0,17
Montjoux,0,15.3
Montjoyer,0,34.4
Montlaur-en-Diois,11.5,11.6
Montmaur-en-Diois,0,14.4
Montmeyran,10.5,24.9
Montmiral,6,29.7
Montoison,6.9,28.8
Montréal-les-Sources,0,0
Valherbasse,7.9,13.5
Montségur-sur-Lauzon,5.9,25.1
Montvendre,10,12.7
Moras-en-Valloire,9.4,25.3
Mornans,0,0
La Motte-Chalancon,3,41.3
Saint-Jean-de-Galaure,8.4,15.5
La Motte-Fanjas,5.3,27.4
Mours-Saint-Eusèbe,7.1,26.9
Nyons,11.9,29.5
Omblèze,0,0
Orcinas,0,0
Oriol-en-Royans,0,18.5
Ourches,0,32.3
Parnans,4.7,60.1
Le Pègue,0,27.9
Pelonne,0,0
Pennes-le-Sec,0,33.3
La Penne-sur-l'Ouvèze,0,36.8
Peyrins,6.1,34.2
Peyrus,5.5,16.1
Piégon,10.1,10.1
Piégros-la-Clastre,17.9,11.8
Pierrelatte,19.3,17.2
Pierrelongue,0,0
Les Pilles,0,27.6
Plaisians,0,0
Plan-de-Baix,0,13.9
Le Poët-Célard,0,19.3
Le Poët-en-Percip,N/A - division par 0,N/A - division par 0
Le Poët-Laval,7.2,25.3
Le Poët-Sigillat,0,0
Pommerol,0,0
Ponet-et-Saint-Auban,23.8,0
Ponsas,0,36.4
Pontaix,11.1,0
Pont-de-Barret,6.9,27.9
Pont-de-l'Isère,9.1,20.6
Portes-en-Valdaine,24.8,0
Portes-lès-Valence,11,16.6
Poyols,0,0
Pradelle,0,0
Les Prés,0,64.3
Propiac,0,0
Puygiron,0,10.4
Puy-Saint-Martin,8.9,29.2
Ratières,0,42.1
Réauville,23,21.9
Recoubeau-Jansac,6,14.2
Reilhanette,41.7,16.6
Rémuzat,10.2,23.2
Rimon-et-Savel,100,0
Rioms,14.3,0
Rochebaudin,0,0
Rochebrune,0,0
Rochechinard,0,0
La Roche-de-Glun,10,21.2
Rochefort-en-Valdaine,0,19.7
Rochefort-Samson,10.1,20.4
Rochefourchat,N/A - division par 0,N/A - division par 0
Rochegude,7.7,27.9
Roche-Saint-Secret-Béconne,10.6,10.4
La Roche-sur-Grane,17.5,0
La Roche-sur-le-Buis,0,0
La Rochette-du-Buis,0,0
Romans-sur-Isère,13,28.9
Romeyer,19.8,19.7
Rottier,0,0
Roussas,12.1,18.7
Rousset-les-Vignes,7.6,7.2
Roussieux,0,0
Roynac,6.8,16.9
Sahune,5.7,33.5
Saillans,6.6,21
Saint-Agnan-en-Vercors,0,27.1
Saint-Andéol,35.4,29.3
Saint-Auban-sur-l'Ouvèze,10.5,8.7
Saint-Avit,21.3,15.3
Saint-Bardoux,0,44.2
Saint-Barthélemy-de-Vals,5.8,11
Saint-Benoit-en-Diois,0,0
Saint-Christophe-et-le-Laris,0,29.4
Sainte-Croix,16.8,0
Saint-Dizier-en-Diois,0,0
Saint-Donat-sur-l'Herbasse,13.3,30.8
Sainte-Eulalie-en-Royans,7.8,22.1
Sainte-Euphémie-sur-Ouvèze,0,0
Saint-Ferréol-Trente-Pas,13,36.4
Saint-Gervais-sur-Roubion,13.3,18.1
Sainte-Jalle,6.9,27.8
Saint-Jean-en-Royans,9.3,35.9
Saint-Julien-en-Quint,16.3,18.3
Saint-Julien-en-Vercors,11.7,11.5
Saint-Laurent-d'Onay,0,0
Saint-Laurent-en-Royans,10.7,23.5
Saint-Marcel-lès-Sauzet,6.7,32.9
Saint-Marcel-lès-Valence,10.8,31.5
Saint-Martin-d'Août,0,0
Saint-Martin-en-Vercors,10.4,12.2
Saint-Martin-le-Colonel,0,0
Saint-Maurice-sur-Eygues,6.1,21.1
Saint-May,20,0
Saint-Michel-sur-Savasse,13.9,39.5
Saint-Nazaire-en-Royans,16.7,29.7
Saint-Nazaire-le-Désert,23.8,8
Saint-Pantaléon-les-Vignes,9,28.4
Saint-Paul-lès-Romans,6.2,44.7
Saint-Paul-Trois-Châteaux,19.3,17.4
Saint-Rambert-d'Albon,9.8,29.4
Saint-Restitut,10.6,13.9
Saint-Roman,16.2,0
Saint-Sauveur-en-Diois,0,0
Saint-Sauveur-Gouvernet,0,11.1
Saint-Sorlin-en-Valloire,12.9,32.9
Saint-Thomas-en-Royans,9.1,41.9
Saint-Uze,11.7,17.2
Saint-Vallier,15.6,27.7
Salettes,0,26.8
Salles-sous-Bois,0,0
Saou,6.2,12.6
Saulce-sur-Rhône,10.2,24.6
Sauzet,7.3,31.2
Savasse,10.1,17.3
Séderon,4.2,4.5
Serves-sur-Rhône,5,18.2
Solérieux,41.8,0
Souspierre,0,0
Soyans,8.3,21.9
Suze-la-Rousse,6.2,23.9
Suze,0,6.4
Tain-l'Hermitage,15.3,28.6
Taulignan,7.2,31.3
Tersanne,5.2,5.4
Teyssières,0,0
Les Tonils,N/A - division par 0,N/A - division par 0
La Touche,17.4,0
Les Tourrettes,4.6,27.5
Triors,8,29.7
Truinas,0,16.4
Tulette,12.7,20
Upie,9.4,19.1
Vachères-en-Quint,0,0
Valaurie,12.5,16.6
Valdrôme,12.4,0
Valence,19,27.7
Valouse,0,0
Vassieux-en-Vercors,0,16.6
Vaunaveys-la-Rochette,11.3,33.1
Venterol,2.8,34.9
Vercheny,10.8,19
Verclause,0,40.8
Vercoiran,51.4,48.6
Véronne,0,0
Vers-sur-Méouge,0,0
Vesc,21.3,19.2
Villebois-les-Pins,N/A - division par 0,N/A - division par 0
Villefranche-le-Château,N/A - division par 0,N/A - division par 0
Villeperdrix,20,0
Vinsobres,14.8,13.3
Volvent,0,0
Granges-les-Beaumont,5.3,10.8
Gervans,4.1,26.7
Jaillans,10,30.4
Saint-Vincent-la-Commanderie,9.3,5.9
Aclou,0,37.3
Acon,0,29
Acquigny,9.9,12.4
Aigleville,8.8,19.2
Ailly,2.8,28.9
Aizier,0,30.7
Alizay,11.6,13
Ambenay,5,24.6
Amécourt,N/A - division par 0,N/A - division par 0
Amfreville-Saint-Amand,11.5,36.4
Amfreville-les-Champs,23.9,23.9
Amfreville-sous-les-Monts,0,17
Amfreville-sur-Iton,16.4,34.7
Andé,11.1,17.7
Les Andelys,13.8,29.5
Angerville-la-Campagne,8.3,19.1
Appeville-Annebault,0,40.9
Armentières-sur-Avre,0,100
Arnières-sur-Iton,17.8,31.7
Asnières,0,7.1
Le Val d'Hazey,19.8,20.7
Aulnay-sur-Iton,0,68.3
Autheuil-Authouillet,0,19.2
Authevernes,8,15.7
Les Authieux,0,0
Authou,16,16.9
Aviron,3.2,29.5
Chambois,7.3,43.8
Bacquepuis,0,25.9
Bacqueville,6.9,13.7
Bailleul-la-Vallée,0,0
Bâlines,0,44.9
Barc,0,36.4
Les Barils,7.6,35.8
Barneville-sur-Seine,0,18.9
Barquet,7.1,14.1
Barville,0,21.1
Les Baux-de-Breteuil,0,37.7
Les Baux-Sainte-Croix,0,49.9
Bazincourt-sur-Epte,8.7,15.4
Bazoques,0,0
Beaubray,14.9,13.6
Beauficel-en-Lyons,40,0
Mesnil-en-Ouche,5.6,26.4
Beaumontel,10.8,10
Beaumont-le-Roger,8.8,25.6
Le Bec-Hellouin,19.5,10.1
Le Bec-Thomas,0,20.1
Bémécourt,5.2,54.7
Bérengeville-la-Campagne,0,28.5
Bernay,11.3,32.9
Bernienville,0,41.9
Bernouville,0,14.3
Berthouville,34.7,30.7
Les Monts du Roumois,4.9,29.3
Berville-la-Campagne,0,34
Berville-sur-Mer,9.1,51.6
Beuzeville,5.4,25.9
Bézu-la-Forêt,0,27.4
Bézu-Saint-Éloi,1.9,12.2
Bois-Anzeray,0,24.7
Bois-Arnault,8.8,7.3
Frenelles-en-Vexin,5.9,29.9
Le Bois-Hellain,39.3,0
Bois-Jérôme-Saint-Ouen,13.5,27.3
Bois-le-Roi,26,10.2
Boisney,0,7.5
Bois-Normand-près-Lyre,7.7,7.7
Boisset-les-Prévanches,6.9,20.3
Boissey-le-Châtel,0,46.6
La Boissière,0,52.7
Boissy-Lamberville,5,28.5
Boncourt,28.2,24.2
La Bonneville-sur-Iton,7.4,33.2
Bonneville-Aptot,0,11.3
Flancourt-Crescy-en-Roumois,0,26.1
Thénouville,0,26.1
Bosroumois,12,29.1
Bosgouet,2.9,33.9
Bosquentin,0,0
Bosrobert,0,15.4
Les Bottereaux,0,49
Bouafles,8.3,35.8
Bouchevilliers,0,31.9
Le Boulay-Morin,10,36.2
Boulleville,7.7,11.6
Bouquelon,0,10.8
Bouquetot,5.9,20.2
Bourg-Achard,12.9,34.3
Bourg-Beaudouin,12.5,15.8
Grand Bourgtheroulde,12.9,21.8
Bournainville-Faverolles,0,33.8
Bourneville-Sainte-Croix,6.3,24.5
Bourth,1.5,18.7
Bray,0,39.7
Brestot,13.9,16.2
Bretagnolles,16.7,0
Breteuil,4,39.3
Brétigny,0,0
Breuilpont,15,18
Breux-sur-Avre,9.9,9.9
Brionne,10.4,29.3
Broglie,5.8,36.8
Brosville,10.9,43.3
Bueil,15,39.7
Burey,12.8,15.5
Caillouet-Orgeville,16.2,10.8
Cailly-sur-Eure,0,24.7
Calleville,0,26.4
Campigny,15.6,10.6
Canappeville,14.4,14
Caorches-Saint-Nicolas,6.1,11.9
Capelle-les-Grands,0,15
Caugé,30.6,33.3
Caumont,6.7,20.3
Cauverville-en-Roumois,0,49.9
Cesseville,0,27.4
Chaignes,8.6,3.2
Chaise-Dieu-du-Theil,0,27.1
Chamblac,0,21.4
Chambord,0,0
Chambray,6,31.6
Champ-Dolent,50,0
Champenard,27.3,10.9
Champigny-la-Futelaye,12.6,12.9
La Chapelle-Bayvel,0,14
La Chapelle-du-Bois-des-Faulx,10.6,89.4
La Chapelle-Gauthier,2.5,30.4
La Chapelle-Hareng,N/A - division par 0,N/A - division par 0
Charleval,10.1,16.4
Château-sur-Epte,18.4,38.4
Chauvincourt-Provemont,0,0
Chavigny-Bailleul,0,24.1
Chennebrun,0,55.5
Chéronvilliers,10.2,9.8
Marbois,14.5,24.4
Cierrey,28.4,42.9
Claville,12.6,16.3
Collandres-Quincarnon,0,0
Colletot,0,17.2
Combon,6.2,29.4
Conches-en-Ouche,8.5,38.2
Condé-sur-Risle,7.1,20.6
Connelles,0,37
Conteville,4.9,51.2
Cormeilles,15.8,26.1
Le Cormier,13.7,6.7
Corneville-la-Fouquetière,0,38.9
Corneville-sur-Risle,9.9,14.6
Coudray,14.8,21.4
Coudres,9,27.6
Courbépine,0,15.3
Courcelles-sur-Seine,17.2,19.8
Courdemanche,8.8,42.2
Courteilles,0,33.6
La Couture-Boussey,8.8,25
Crasville,N/A - division par 0,N/A - division par 0
Crestot,0,16.2
Criquebeuf-la-Campagne,0,33.7
Criquebeuf-sur-Seine,7.1,14.8
La Croisille,0,39.3
Croisy-sur-Eure,13.1,7
Clef Vallée d'Eure,10.5,19.2
Crosville-la-Vieille,2.9,27.4
Croth,6.3,20.2
Cuverville,0,12.3
Les Damps,6,28.2
Mesnils-sur-Iton,9,30.7
Dangu,15.4,28.1
Dardez,100,0
Daubeuf-la-Campagne,0,33.2
Daubeuf-près-Vatteville,10.9,33
Douains,17,26.2
Doudeauville-en-Vexin,0,0
Douville-sur-Andelle,0,29.8
Droisy,0,0
Drucourt,0,27.5
Duranville,0,27.5
Écaquelon,0,0
Écardenville-la-Campagne,3.9,11.1
Écauville,0,0
Vexin-sur-Epte,9.6,28.8
Écouis,7.2,37.8
Ecquetot,0,25.3
Émalleville,16.4,0
Émanville,0,22.2
Épaignes,1.8,31.4
Épégard,0,18
Épieds,0,0
Épreville-en-Lieuvin,33.3,33.3
Épreville-près-le-Neubourg,0,42.7
Étrépagny,10.9,21.8
Étréville,0,22.3
Éturqueraye,100,0
Évreux,16.1,31
Ézy-sur-Eure,11.5,25.2
Fains,36.9,32.1
Farceaux,14.5,14.5
Fatouville-Grestain,4.7,13.7
Fauville,12.1,35.1
Faverolles-la-Campagne,0,0
Le Favril,0,36.1
Ferrières-Haut-Clocher,0,28.4
Ferrières-Saint-Hilaire,0,25.7
La Ferrière-sur-Risle,4.1,44.9
Feuguerolles,0,0
Le Fidelaire,10.4,26.4
Fiquefleur-Équainville,0,0
Fleury-la-Forêt,0,0
Fleury-sur-Andelle,8.4,24.8
Flipou,11.1,0
Folleville,0,66.3
Fontaine-Bellenger,17.9,21.1
Fontaine-l'Abbé,0,35.8
Fontaine-la-Louvet,13.5,42.9
Fontaine-sous-Jouy,24.8,43.3
La Forêt-du-Parc,0,37.9
Fort-Moville,0,20.8
Foucrainville,16.9,0
Foulbec,0,22.2
Fouqueville,0,30
Le Perrey,5.9,14.2
Franqueville,3,12
Freneuse-sur-Risle,0,0
Fresne-Cauverville,0,16
Fresney,11.2,22.2
Gadencourt,7.9,8.3
Gaillon,13.1,26
Gamaches-en-Vexin,10.8,10.5
La Baronnie,12.4,0
Garennes-sur-Eure,9,23.5
Gasny,17.1,18.5
Gauciel,5.4,61.7
Gaudreville-la-Rivière,0,58.2
Gauville-la-Campagne,4.3,20.7
Gisors,12.2,37.3
Giverny,19.5,17.6
Giverville,0,25.1
Glisolles,28,7.1
Glos-sur-Risle,7.9,23.7
La Goulafrière,0,33.4
Goupil-Othon,3.7,29
Gournay-le-Guérin,0,0
Val d'Orger,10.9,13.8
Grand-Camp,0,23.5
Graveron-Sémerville,0,0
Gravigny,12.2,25.7
Grosley-sur-Risle,22,0
Grossœuvre,10.9,7.6
Le Bosc du Theil,4.5,17.5
Guerny,0,19.9
Guichainville,10,36.1
Guiseniers,7.3,14.5
L'Habit,14,11.6
Hacqueville,0,32.7
Harcourt,10.1,49.4
Hardencourt-Cocherel,0,42.8
La Harengère,23.4,25.5
Harquency,0,0
Hauville,0,42.7
La Haye-Aubrée,22,23.4
La Haye-de-Calleville,0,34.9
La Haye-de-Routot,19.3,39.3
La Haye-du-Theil,12.6,15.1
La Haye-le-Comte,0,0
La Haye-Malherbe,9.5,18.9
La Haye-Saint-Sylvestre,16.3,16.8
Hébécourt,9.4,56
Hecmanville,0,0
Hécourt,16.7,29.7
Hectomare,0,0
Hennezis,12.2,31.3
Herqueville,10.1,9.5
Heubécourt-Haricourt,25.2,0
Heudebouville,14.3,13
Heudicourt,6.8,19.9
Heudreville-en-Lieuvin,0,100
Heudreville-sur-Eure,11.6,8.6
La Heunière,10.7,24
Heuqueville,13.3,25.7
Les Hogues,16.5,24.8
Hondouville,12.8,5.4
Honguemare-Guenouville,9.7,20.5
L'Hosmes,0,0
Houetteville,0,50
Houlbec-Cocherel,20.1,14.3
La Houssaye,32.1,32.9
Houville-en-Vexin,0,16.2
Huest,18,19.2
Igoville,12.6,26.4
Illeville-sur-Montfort,5.6,22.1
Illiers-l'Évêque,0,44.5
Incarville,19,13.1
Irreville,33,22.2
Iville,7.1,14.4
Ivry-la-Bataille,9.7,38.6
Jouy-sur-Eure,6.4,11.8
Juignettes,0,0
Jumelles,0,0
La Lande-Saint-Léger,21.2,28.3
Le Landin,0,0
Launay,0,0
Léry,9.2,20.1
Letteguives,24.9,0
Lieurey,7.8,25.7
Lignerolles,17,33.1
Lilly,0,0
Lisors,8.7,27.1
Livet-sur-Authou,0,19.6
Longchamps,0,23.1
Lorleau,0,35.2
Louversey,0,14.9
Louviers,14,25.8
Louye,0,0
Lyons-la-Forêt,7.4,46.1
La Madeleine-de-Nonancourt,11.9,28.1
Mainneville,8.4,41.6
Malleville-sur-le-Bec,0,39.6
Malouy,0,19.3
Mandeville,18.8,24.9
Mandres,N/A - division par 0,N/A - division par 0
Manneville-la-Raoult,0,14.9
Manneville-sur-Risle,13.8,33.3
Le Manoir,3.1,21.1
Marais-Vernier,5.9,12.8
Marbeuf,2.9,21.2
Marcilly-la-Campagne,17.9,18.5
Marcilly-sur-Eure,15.3,15.3
Martagny,0,47.8
Martainville,7.4,14.1
Martot,7,14.6
Mélicourt,0,0
Ménesqueville,0,16.2
Ménilles,6.4,24.1
Menneval,7,51
Mercey,N/A - division par 0,N/A - division par 0
Merey,0,36.9
Le Mesnil-Fuguet,0,0
Le Mesnil-Jourdain,0,100
Mesnil-Rousset,0,0
Mesnil-sous-Vienne,0,0
Mesnil-sur-l'Estrée,5.4,9.5
Mesnil-Verclives,43.2,13
Mézières-en-Vexin,25.6,13.1
Miserey,22.3,5.9
Moisville,0,0
Terres de Bord,0,43.2
Montfort-sur-Risle,11.6,27.7
Montreuil-l'Argillé,13.7,18.2
Morainville-Jouveaux,6.9,23.6
Morgny,0,46.9
Morsan,0,25.4
Mouettes,26.3,36.3
Mouflaines,0,49.7
Mousseaux-Neuville,8.8,0
Muids,0,21.9
Muzy,4,43.9
Nagel-Séez-Mesnil,0,42
Nassandres sur Risle,6.3,19.6
Neaufles-Saint-Martin,20.4,33.8
Neaufles-Auvergny,0,11.6
Le Neubourg,12.2,28.9
Neuilly,30.9,0
La Neuve-Grange,0,37.6
La Neuve-Lyre,9.5,20.5
La Neuville-du-Bosc,3.8,53
Neuville-sur-Authou,0,39
Noards,33.9,0
La Noë-Poulain,0,0
Nogent-le-Sec,40.9,31.5
Nojeon-en-Vexin,0,33.6
Nonancourt,11.7,33.6
Normanville,13.5,33.5
Notre-Dame-de-l'Isle,19.4,14.7
Notre-Dame-d'Épine,0,20
Notre-Dame-du-Hamel,0,12
Le Noyer-en-Ouche,12.2,15.3
Noyers,5.9,44.3
Ormes,5.5,17.2
Le Val-Doré,15.6,23.5
Pacy-sur-Eure,12,33.6
Parville,0,17.5
Perriers-sur-Andelle,3.9,35.2
Perruel,16.3,25.2
Piencourt,7.7,30.3
Pinterville,3.5,21
Piseux,0,36.6
Pîtres,11.2,15.6
Les Places,34.2,0
Plainville,49.6,0
Le Planquay,0,0
Plasnes,0,20
Le Plessis-Grohan,5.1,35.9
Le Plessis-Hébert,19.8,4.5
Le Plessis-Sainte-Opportune,0,50.2
Pont-Audemer,11.8,31.5
Pont-Authou,5.2,39.5
Pont-de-l'Arche,13.1,30.1
Pont-Saint-Pierre,14,18.3
Porte-de-Seine,0,16.8
Portes,0,50.4
Port-Mort,23.8,32.8
Poses,12.7,14.4
La Poterie-Mathieu,0,33.3
Les Préaux,11.6,19.2
Pressagny-l'Orgueilleux,0,50
Prey,5.9,17.1
Puchay,0,20.8
Pullay,11.5,33.6
La Pyle,0,0
Quatremare,0,16.3
Quillebeuf-sur-Seine,8.6,40.5
Quittebeuf,0,26.6
Radepont,3.5,10.6
Renneville,0,0
Reuilly,0,11.9
Richeville,9,0
Romilly-la-Puthenaye,0,17.2
Romilly-sur-Andelle,13.8,14.7
La Roquette,0,6.7
Rosay-sur-Lieure,12.7,27
Rougemontiers,2.2,24.7
Rouge-Perriers,0,20.3
Routot,13.8,37.6
Rouvray,0,0
Rugles,12.9,24.1
Sacquenville,16,23
Saint-Agnan-de-Cernières,0,0
Saint-André-de-l'Eure,6.6,27.5
Saint-Antonin-de-Sommaire,0,0
Saint-Aubin-d'Écrosville,0,26.7
Saint-Aubin-de-Scellon,0,24
Saint-Aubin-du-Thenney,0,26
Treis-Sants-en-Ouche,6.5,32.6
Saint-Aubin-sur-Gaillon,10.6,15.8
Saint-Aubin-sur-Quillebeuf,8.5,49.3
Saint-Benoît-des-Ombres,N/A - division par 0,N/A - division par 0
Saint-Christophe-sur-Avre,0,0
Saint-Christophe-sur-Condé,0,32.9
Sainte-Colombe-la-Commanderie,4.9,29.2
Sainte-Colombe-près-Vernon,0,42.3
Saint-Cyr-de-Salerne,0,0
Le Vaudreuil,19.9,14.5
Saint-Cyr-la-Campagne,0,40.8
Saint-Denis-d'Augerons,0,0
Saint-Denis-des-Monts,0,26
Saint-Denis-le-Ferment,5.2,25.6
Saint-Didier-des-Bois,17.2,0
Saint-Élier,11.9,12.3
Saint-Éloi-de-Fourques,12.6,12.6
Saint-Étienne-du-Vauvray,6.5,20
Saint-Étienne-l'Allier,0,20.2
Saint-Étienne-sous-Bailleul,0,19.4
Sainte-Geneviève-lès-Gasny,18.3,31
Le Mesnil-Saint-Jean,0,0
Saint-Georges-du-Vièvre,3,24.8
Saint-Georges-Motel,5,47.4
Saint-Germain-de-Fresney,0,24.9
Saint-Germain-de-Pasquier,0,50
Saint-Germain-des-Angles,N/A - division par 0,N/A - division par 0
Saint-Germain-la-Campagne,0,28.8
Saint-Germain-sur-Avre,0,44.3
Saint-Grégoire-du-Vièvre,22.1,11.2
Saint-Jean-du-Thenney,0,41.9
Saint-Julien-de-la-Liègue,0,0
La Chapelle-Longueville,15.6,16.9
Saint-Laurent-des-Bois,0,0
Saint-Laurent-du-Tencement,0,49.7
Saint-Léger-de-Rôtes,0,25.6
Saint-Léger-du-Gennetey,50,0
Saint-Luc,60.1,20
Saint-Maclou,2.4,15.1
Saint-Marcel,19.6,21.2
Saint-Mards-de-Blacarville,0,29.6
Saint-Mards-de-Fresne,0,0
Le Lesme,4,31.8
Sainte-Marie-de-Vatimesnil,30.3,18.2
Sainte-Marthe,0,32.8
Saint-Martin-du-Tilleul,8.4,16.7
Saint-Martin-la-Campagne,0,0
Saint-Martin-Saint-Firmin,0,26.3
Saint-Meslin-du-Bosc,0,32.9
Sainte-Opportune-du-Bosc,0,0
Sainte-Opportune-la-Mare,0,45.8
Sainte-Marie-d'Attez,11.9,12.1
Saint-Ouen-de-Pontcheuil,0,0
Saint-Ouen-de-Thouberville,9.4,14.4
Saint-Ouen-du-Tilleul,4.1,30.6
Saint-Paul-de-Fourques,0,33.5
Saint-Philbert-sur-Boissey,0,0
Saint-Philbert-sur-Risle,7.4,34.6
Saint-Pierre-de-Bailleul,3.9,30.7
Saint-Pierre-de-Cernières,0,0
Saint-Pierre-de-Cormeilles,19.6,9.3
Saint-Pierre-de-Salerne,16.4,10.9
Saint-Pierre-des-Fleurs,10.7,37.3
Saint-Pierre-des-Ifs,0,0
Saint-Pierre-du-Bosguérard,12.5,64.4
Saint-Pierre-du-Val,0,10.1
Saint-Pierre-du-Vauvray,14.8,26.8
Saint-Pierre-la-Garenne,9.1,16.1
Saint-Samson-de-la-Roque,0,15.7
Saint-Sébastien-de-Morsent,5.1,35.8
Saint-Siméon,34.3,0
Saint-Sulpice-de-Grimbouville,0,0
Saint-Sylvestre-de-Cormeilles,0,0
Saint-Symphorien,0,28
Saint-Victor-de-Chrétienville,0,12.5
Saint-Victor-d'Épine,0,50
Saint-Victor-sur-Avre,100,0
Saint-Vigor,6.3,0
Saint-Vincent-des-Bois,0,0
Saint-Vincent-du-Boulay,19.2,10.9
Sancourt,0,0
Sassey,0,0
La Saussaye,15.4,30
Saussay-la-Campagne,3.4,9.4
Sébécourt,0,21.8
Selles,0,0
Serez,0,0
Serquigny,16.6,12.1
Surtauville,0,24.9
Surville,0,28.3
Suzay,19.7,0
Le Theil-Nolent,6.6,19.2
Thiberville,11.9,30.2
Thibouville,17.1,24.1
Thierville,0,20.4
Le Thil,26.2,17.4
Les Thilliers-en-Vexin,5.9,28.8
Le Thuit,0,0
Le Thuit de l'Oison,10,29.6
Tilleul-Dame-Agnès,0,0
Le Tilleul-Lambert,0,12.4
Tillières-sur-Avre,5.5,9.6
Tilly,1.6,31.9
Tocqueville,0,32.2
Le Torpt,0,39.1
Touffreville,0,70.3
Tournedos-Bois-Hubert,27.4,50.8
Tourneville,24,23.4
Tourville-la-Campagne,0,25
Tourville-sur-Pont-Audemer,7,6.5
Toutainville,8.5,29.4
Le Tremblay-Omonville,9.4,21.9
La Trinité,N/A - division par 0,N/A - division par 0
La Trinité-de-Réville,0,0
La Trinité-de-Thouberville,15.5,24.6
Triqueville,0,0
Le Troncq,11.5,39.9
Le Tronquay,8.2,17.1
Trouville-la-Haule,0,13.8
La Vacherie,14.5,0
Valailles,0,33.1
Le Val-David,0,41
Valletot,0,44.3
Vandrimare,0,37.2
Vannecrocq,N/A - division par 0,N/A - division par 0
Vascœuil,0,32.6
Vatteville,20,0
Vaux-sur-Eure,12.6,24
Les Trois Lacs,14.3,38.9
Venon,0,18.8
Les Ventes,4.3,36.9
Verneuil d'Avre et d'Iton,11.1,29.6
Verneusses,0,0
Vernon,18.7,26.6
Vesly,11.2,20.8
Vézillon,0,0
Le Vieil-Évreux,14.7,32.2
La Vieille-Lyre,7.3,21.4
Vieux-Port,9.2,32.3
Villegats,41.8,19.6
Villers-en-Vexin,8.7,33.6
Villers-sur-le-Roule,0,42.3
Villettes,0,15.4
Sylvains-Lès-Moulins,7.1,16.7
Villez-sous-Bailleul,15.7,0
Villez-sur-le-Neubourg,0,49.6
Villiers-en-Désœuvre,10.4,34.5
Vironvay,4.4,17.2
Vitot,0,22.8
Voiscreville,0,100
Vraiville,19.1,17.1
Val-de-Reuil,18.4,18.5
Abondant,23.1,30.4
Allainville,0,100
Allonnes,35.9,0
Alluyes,0,37.2
Amilly,10,22.6
Anet,12.7,36
Ardelles,0,100
Ardelu,0,0
Argenvilliers,0,9.1
Vald'Yerre,6,30.2
Aunay-sous-Auneau,10.6,31.2
Aunay-sous-Crécy,0,0
Auneau-Bleury-Saint-Symphorien,15.7,24.7
Les Autels-Villevillon,0,0
Authon-du-Perche,7.9,20.3
Baigneaux,0,24.6
Bailleau-le-Pin,6,31.5
Bailleau-l'Évêque,1.8,27.8
Bailleau-Armenonville,19.4,17.6
Barjouville,3,53.2
Barmainville,0,17.2
Baudreville,0,32.4
La Bazoche-Gouet,5.9,27.5
Bazoches-en-Dunois,11.3,3
Bazoches-les-Hautes,0,0
Beauche,0,0
Beaumont-les-Autels,13.9,23.5
Beauvilliers,6.6,20.1
Belhomert-Guéhouville,0,16.1
Berchères-Saint-Germain,30.1,14.5
Berchères-les-Pierres,6.3,14.9
Berchères-sur-Vesgre,19.6,34
Bérou-la-Mulotière,0,33.8
Béthonvilliers,0,51
Béville-le-Comte,15.2,29.1
Billancelles,0,50.3
Blandainville,18.6,45.9
Boissy-en-Drouais,0,0
Boissy-lès-Perche,0,17.2
Boisville-la-Saint-Père,5.7,19.6
La Bourdinière-Saint-Loup,6.2,37.1
Boncé,0,20.6
