CODGEO,LIBGEO,part_ouvriers
0,24.3,32.2
9.8,17.3,21.2
0,21.6,23.5
0,30.2,0
16.1,32.6,21.9
18.5,32.6,0
10.1,33.4,24.5
7.2,19.6,37.8
22.8,20.8,10.1
0,33.3,0
0,25.5,0
0,17.2,51.7
10.7,35.8,15.7
6.6,33.6,26.8
16.4,0,0
0,21.3,15.7
0,50.1,0
14.8,20.2,24.4
0,43.1,14.4
0,20.3,0
11.4,10.2,49
26.3,12.4,35.2
0,0,25.4
0,29.4,53.3
9.9,30,20.6
6.5,24.1,48.3
18.9,27.9,18.3
16.3,33.5,16.3
14.1,0,58.5
11.6,31.2,25.4
9,25.3,27
0,0,100
0,0,0
0,33,0
8.7,15.1,24.9
0,0,0
6.9,17.5,43.3
10.6,21,37.4
6.9,25.2,20.3
11.7,44,44.3
0,25.9,26.4
6.3,26.8,36.2
0,16.1,15.9
4.1,17.5,40
0,50.8,0
0,14.1,48
0,50.4,0
0,66.6,0
13.9,34.6,12
8.1,7.3,42.1
12.8,12.5,31.4
0,0,18
14.4,27.5,29.2
0,51.1,0
0,33.2,33.1
0,0,0
0,28.4,29
0,20.3,44.5
3.4,34.7,10.6
0,38.1,0
0,24.9,7.6
0,0,43.6
10.3,13.5,27.8
3.5,15.8,37.6
0,14.1,14.1
0,15,40
23.6,15,27.8
14.1,31.7,19.4
14.8,38.6,28.6
0,100,0
5,6.1,9.3
25.6,0,49.6
19.7,15.5,34
0,33.4,0
0,33.1,0
0,0,50.5
0,26.6,46.7
15.6,9.3,42.6
5.8,36.3,20.7
0,0,68.1
3.4,13.8,39.8
0,0,40.8
0,28.6,14.3
6.8,34.5,17.1
17.5,0,17.5
4.6,32,14
0,0,0
12.7,18.4,27.3
13.7,27.5,15.2
8.6,8.2,50.7
5.2,32.2,16.4
7.9,0,47.7
31.5,0,0
1.8,40.9,26.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
22.2,25.2,26.4
14.5,21.7,33.4
17,14.9,39.5
0,0,38.6
6.8,52.2,17
11.2,35.1,18.2
6.5,35,28.1
66.7,0,0
0,8.4,23.6
9.9,15.8,47.4
3.8,13.6,65.3
9.3,47,0
0,20.1,19.7
0,0,27.3
0,17.1,15.7
3,26.4,14.6
26.3,8.1,24.2
25.2,16.1,14.8
39.4,0,19.4
8.2,23.2,23.1
9.6,47.2,14.8
0,75.1,0
0,0,100
11.6,18.7,26.6
22.3,33.4,10.9
11.1,29.4,30.8
50,0,50
0,37.8,25
6,24.2,39
11.3,44.4,11.2
14.9,24.5,15.9
4.8,29.7,30.3
8.2,25.3,33
21.4,15.2,36.7
33.2,0,0
7.4,24,13.3
10.3,32.2,19.5
0,28.7,0
6.7,33.5,26.4
0,0,39.6
4.3,17.7,17.9
10.3,36.2,24.9
16.8,6.6,31.8
0,45.1,54.9
0,0,0
13.8,26,28.1
10.5,27.3,22.3
19.9,28.1,20.2
0,0,66.9
0,19.6,60.7
4.2,16.6,20.5
7.5,23.3,0
16.6,26.2,30.8
19.2,25.2,19.9
13,31.2,23
6,18.9,43.7
0,52,48
11.4,34.6,23.3
10.3,16.4,40
11.3,21.7,21.9
25.6,17.5,32.6
4.8,34.3,24.7
0,16.8,66.5
0,21.1,29
9.6,31.6,38
0,19.7,60.5
0,8.8,58.2
27.3,0,0
0,0,0
14.9,15.4,44.3
0,14,14.7
16.4,66.5,0
8.7,24.8,34.1
28.8,0,6.9
16.9,13.2,35
0,0,32.7
0,0,0
12.3,11.5,31.4
100,0,0
0,11.4,22.2
0,0,0
0,15.1,12.2
0,0,0
0,50,50
0,0,27.8
10.2,21.6,24.7
0,0,46.8
10.1,28.5,14.7
0,37.2,50.3
0,0,41.8
0,19.7,21.1
0,9.2,36.9
12.3,12.7,25.5
16.4,5.2,20.9
0,0,14.5
0,10.8,33.2
8,17.6,39.9
12.4,25.2,28.9
9.3,29.7,32.5
8.5,23.8,45.8
14.6,29.1,0
6.9,11.2,59.2
0,19.9,39.7
0,17.3,32.5
0,0,15
8.5,30,24.8
0,0,60
0,24.6,24.9
6.5,18.7,53.4
14.2,28.4,21.7
8.2,34.6,24.8
0,23.8,24.3
0,0,16.7
12.1,22.7,30.1
0,0,0
0,0,0
8.1,32.6,20.6
0,45.8,28.6
10.5,9.8,52.1
0,4.9,75.4
0,10.4,40
40.2,0,20.1
0,16.6,0
10.1,12.9,30
0,33.3,17.8
0,44.8,55.2
28.8,0,21.8
35.1,0,0
0,0,33.3
0,0,66.8
0,36.9,17
11.7,0,43.4
6.3,18.8,25.5
0,0,48.7
33.3,0,0
0,32.2,10.4
14.8,24.6,12.8
0,0,34.2
0,18,18.3
0,0,0
6.1,12.7,39
12.3,12.7,31.6
11.7,24.2,33.3
0,0,0
5.5,45.9,19.8
8.3,25,16.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
9.5,25.4,34
0,24.6,0
33.5,16.2,0
12.1,13.8,46
0,19.9,10
0,0,50.2
0,0,0
8.1,26.8,36.3
11.7,28.2,25.9
26.7,13.3,6.5
3.3,21,28
0,42,26
11.8,6.1,14.2
0,23.6,25.3
16.8,20.3,6.6
0,0,22.7
8.1,16.5,29.5
29.3,23,20.6
16.4,16.6,26
0,46.7,8.7
19.6,0,37.1
3.5,15.7,42.5
7.6,15.8,42.2
0,35.9,34.4
0,40.5,19.2
0,15.5,24.2
0,10,10
0,35.5,24.3
0,41,18
4.9,31.4,34.4
0,0,11.5
9,34.1,19.7
6.3,13.2,24.6
20.8,12.8,28.9
1.8,32.8,9.8
10.3,31.5,29.7
13.6,29.2,14.5
15.5,24.2,20.9
14.9,10.2,39.3
2.3,26.4,8.6
0,24.9,12.7
3.8,36.5,36.7
10.4,30.2,25.1
2.1,31.9,39.7
0,49.3,15.3
0,33,16.5
9.6,16.7,41.7
0,21.4,28.4
8,14.1,47.2
0,35.6,31.7
22.9,0,26.1
0,33.5,16.1
19.7,0,0
4.6,29.9,16.1
22.5,11.1,32.6
0,29.2,0
0,39.7,0
12.8,25.5,27.5
14.2,29.6,32.2
6.4,9.4,29.2
0,0,22.7
0,100,0
0,54.9,11.2
4.8,24.5,59.8
0,0,0
0,35.3,32.4
8.9,28.8,14.9
21.2,13,8.9
36.8,0,0
0,0,38.3
45.6,0,23.1
10.9,32.9,20.8
8.5,8.6,32.9
4.5,15.3,35.8
47.1,3.8,17.4
0,25.4,42.4
6.4,10.1,6.4
6.5,33.5,25.7
10.9,42.1,15.3
7.3,22.4,31.2
9,37.2,29.4
11.3,33.2,13.9
11.9,11.9,24.7
4.9,9,21.7
3.6,23.3,31.8
8.5,35.6,11.2
0,20.2,9.3
33.4,34,0
14.6,14.6,0
6,32.6,25
6.6,20.1,30.8
0,24.7,30.9
13.8,20.6,19.6
21.3,29.4,14.5
7.1,24.4,38.5
12.3,22,23.7
8.7,46.2,15.3
10.8,29.6,20.4
10.5,27.5,27.8
7.9,29.1,16.2
13,25.7,30
6.7,23.6,41.6
4.6,42,9.6
1,8,67.5
2.3,21.1,41.4
9.4,23.7,23.7
11.6,18.9,31
0,5.1,18.6
10,9.8,47.6
3.9,14.9,37.9
5.5,0,10.9
8.9,37.9,21.4
0,6.1,21.1
13.3,26.8,25.1
7.3,31.4,16.1
5.6,26.9,35.3
11,40.4,14.3
15.4,44.4,7.9
2.8,70.2,8.8
8.3,33.9,25.9
11.6,27.8,24.5
6.2,47.5,22.5
8.5,21.8,25
10.1,39.1,15.8
12.3,19.4,33.1
10.6,30.7,14.8
22,20.9,23.1
9.3,44.4,17.6
18.7,21.5,24.9
16.2,12.6,25.5
12.6,31.7,20.7
0,16.8,27.3
14.2,23.2,20
15.5,25.3,21.4
0,21.7,31.7
27.1,0,18.1
7.3,21.1,28.8
8.7,14.8,30.7
4.2,10.9,40.1
17.6,30.8,22
3.3,15.8,43.9
9.1,30.8,23.6
7.1,20.4,21.2
6.6,26.3,27.1
6.5,21.7,42.3
14.2,28.6,29.6
0,18.9,22.5
19.6,22.2,24.2
5.1,19,40.5
12.7,21.6,32.5
13.8,15.8,32.4
12.6,16.4,43.1
11.7,19.6,16.8
8,33.7,15.5
17.5,25.4,21.1
7.5,15.4,13.8
0,33.3,0
10.1,35.8,16.9
4,18.4,35.4
13.5,21.7,17
5,20.6,24.9
14.4,20.7,19.8
4.4,25.1,30.4
2.6,8.2,37.7
10.4,29.1,20.1
10.3,21.4,34.4
7.4,10.7,51.8
6,41.5,17.8
0,14.4,20.6
11,19.7,0
8.3,28.9,23.4
5.7,17.1,17.4
14.6,33.3,14.4
15.9,10.1,16.7
10.1,29.1,28.4
6.9,17.9,24.9
0,32.1,25.3
4.2,28.9,38.6
11.2,7.3,32.7
0,7.1,28.1
3.2,23.3,27.7
9.9,16.9,10.2
6.2,43.7,19
0,19.2,34
0,32.2,0
0,0,100
9.6,30.4,25.3
17.9,24.4,28.9
19.6,33.3,14.9
16.3,10.6,20.9
11.8,0,25.6
12.8,36.7,15.3
1.7,12.3,46.4
10.2,20.7,24.3
14.8,0,7.4
11.7,22.4,25.5
0,13.9,21.9
22.2,12.2,27.6
9.1,13.1,11.1
8.5,11.5,48
7.7,25.5,25.5
3.2,19,20.9
24.2,32.9,9.5
12.2,24.3,8.7
33.3,18.9,18.1
0,8.8,17.2
0,6.7,51.6
0,7.1,34.3
3.2,11.9,42.6
8.9,12.3,47
12,22.1,36.8
11.2,27.2,25.2
0,14.3,46.6
14.2,29.1,18.2
15.2,29.1,18.4
6.9,14.3,35.4
9.6,33.9,20.7
4,43.7,20.3
10.8,11.5,38.8
8.8,19.5,35
4.1,17,11.2
10.2,23.6,32.4
7.2,30.4,20.7
12.1,29.3,19
8.2,30.6,24.8
9.7,25,22.4
9,16.1,37.7
3.8,34.1,13.9
10.1,29.6,20
5.4,39.2,16.5
9.2,24.5,29.9
6.4,26.1,31.6
8.5,28.1,18.7
9,19.5,25.7
8.7,29.8,22.1
9,20,22.5
12.7,25,13.5
6.5,35.1,18.4
9.3,35.5,21.3
11.1,11.2,44.7
3.6,20.8,29.1
10.3,11.5,48.5
30.1,18.6,11.9
0,27.4,26.3
7.4,14.5,36.4
6.5,38.1,22.6
8.8,10.8,41
5.4,6.3,37.9
10.9,20.6,27.5
12.2,31.8,20.2
9,31.1,26
8,34.2,15.7
8.1,19.7,32.8
0,35.1,20.4
11.1,24.3,30.3
4.3,26.3,28.6
9.3,25.4,21.4
3.1,21.8,32.5
7.9,22.3,30.4
8.6,12.9,18
12.8,18.2,20.8
8.5,17.6,32.9
0,19.4,24.9
8.4,18,24.2
15.3,28.8,11.7
4.3,16.3,26
8.4,18.6,35.6
5.7,23.2,34.7
0,21.8,0
42.9,18.2,9.4
2.8,19.7,48.2
10.6,21.3,26.4
11.7,23.3,34.4
11.7,24.1,28.3
8.5,30.5,24.9
12.4,29.9,29.6
14.1,36.4,12.6
8.7,32.5,21.6
0,41.4,10.3
3.7,14.1,35.8
14,24.7,28
6.3,21.2,31.6
4.7,11.8,24.6
6.8,55.1,0
2.6,30.5,27.1
2.2,24,22.8
16.7,27,18.1
12.3,24.5,30.2
7.9,17.1,37
43.2,21.1,11.3
9.5,17.3,43
5.9,37.4,15.2
3.6,57,0
18.9,27.7,22.5
10.3,22.3,19.3
8.9,30.7,27.7
13.2,34,26.2
0,14.4,33.5
5.6,17.4,45.6
0,0,35
7.7,12,48.1
0,28.1,13.3
6.7,27.8,18.3
3.8,26.7,42.2
0,7.7,24.7
17.5,11.7,6.3
6.6,37.3,24.2
0,35,7.2
3.3,16.1,28.8
16.2,16,28.1
12.7,29.2,24.6
12.2,34.5,22.7
28.3,0,28.2
8.1,16.7,42.9
11.3,17.1,29.7
12.2,25.5,20.7
6.3,14,35.3
6.5,19.7,37.8
9.5,30.9,30.8
13.5,24.3,27.4
6.3,12,60.5
2,31.6,25
2.6,12.6,44.6
7,32.9,19.8
6.7,18.2,23
5.4,28.7,24.5
7.4,16.6,13.9
3.3,23.3,33
9.3,24.9,25.7
8,17.2,34.6
3.2,31,25.7
5.3,25.4,20
1.7,13.2,53.5
0,73.4,0
19.9,24.6,30.2
3.9,14.8,40.7
7.9,5.7,52
5.3,21.2,26.3
0,26.7,13.7
39.1,10,39.2
0,14.8,30
0,24.5,38.4
7.9,16.7,9.7
9.2,26.8,24
3.6,9.6,41.2
12.7,0,17.6
17.3,17.2,9
8,37.8,7.6
0,18.7,20.7
0,0,21.8
12.6,34.2,16.1
0,27.6,36
15.1,14.5,35
8.4,23.6,30.5
13.5,34.5,16.4
4.3,30.4,15.1
11.7,30.4,13.8
25,25,25
13,39.1,13
8,23.1,25.3
0,21.7,32.6
10.1,0,10.1
0,40,20
6.7,6.7,13.4
3.7,11.2,49.5
0,13.9,20.1
7.8,31.2,15
0,9.1,72.8
11.8,23.1,18.6
7.1,27.7,18.2
1.6,28.2,19.8
0,50,0
7.1,33.2,25.6
6.8,33.7,18.8
6.8,15.4,24.5
0,19.4,12.3
0,24,24
28.6,0,14.3
5.2,22.9,21.6
0,0,0
7.5,27.6,18.3
0,20.1,19.8
3.8,24.3,21.1
5.8,11.9,30.1
5,31.7,26.1
19.1,11.5,27.2
12.8,27.9,18.2
2.6,23.1,28.4
7.7,24.7,24.5
14.6,46.8,0
10.6,32.4,11.4
2.4,19.5,22
0,22.8,23.5
7.5,29,21.1
6.6,21.4,18.5
6.7,21,11.9
8.1,37.3,13.3
14.3,33.3,14.3
27.5,10.2,0
3.8,27,7.7
21.8,21.4,14.5
10,10,10
0,28.6,0
0,21.1,10
9.9,31.2,15.6
6.1,40.7,19.6
12.5,18.8,18.8
7.8,22.9,15.2
10.1,25.5,24.4
0,28.7,8.2
4.8,42.1,17
15,20,25
0,0,64.2
14.7,17.3,8.5
0,0,0
0,15.9,26.9
4.2,15.4,26
0,36,0
2.7,30.8,17.8
0,20.4,14.9
9.3,24.7,20.8
0,36,42.5
12.2,16.9,12.2
11.1,13.8,11.4
3.1,24.5,14.2
0,18,31.7
6.7,6.6,0
0,25.5,50.9
11.3,29.3,17
9.2,42.3,7.8
2.5,32.1,22.9
2.3,29.7,18
8.7,27.5,11.1
0,37.4,17
6.4,37.6,13.3
8.5,32.8,20
8.3,31.8,22.8
16.7,33.3,16.7
4.1,20.5,20.8
0,13.4,32.3
52.4,47.6,0
0,12.8,12.5
0,66.6,0
0,0,35.1
10.5,32.8,15.2
12.7,16.9,22.1
7,36.5,25.8
10.6,31.9,18.7
6.9,16.6,37.5
4.1,28.6,39.7
0,16.4,29.1
10.5,10.5,10.5
8.6,23,11.5
0,0,45.8
9.8,16.7,27
5,34.8,5
4.9,22.3,28.2
4.9,31.5,24.8
0,0,17.3
16.6,30.6,7.2
0,33.3,11.1
10.5,15.1,53.5
0,17.2,17.6
0,12.4,18.7
1.3,27.3,11.4
6.7,6.7,0
9.1,15.4,19.3
9.3,34.5,9.1
5.7,37.6,21
2.5,24.7,25.5
21.5,19.1,0
14.3,14.3,14.3
0,13.2,34.5
1.8,41.3,18.9
29.6,11.8,5.9
6.5,32.9,20.1
100,0,0
6.7,12.8,44.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,20,0
0,16.8,20.4
7.5,31.1,25.1
3.7,28.7,26.1
16.4,19.7,2.8
0,0,0
25,0,25
3.6,8.5,58.9
9.5,26.9,9.5
4.9,34.4,28.8
0,0,14.4
7.5,9.5,13.5
6.7,42.2,3.3
13.8,35,14.9
4.8,36.5,19.2
12.5,0,0
9.2,25.4,27.9
18.4,35.5,9.2
8,29.6,27.5
11.6,24.3,15.6
0,0,0
2.9,25.8,14.3
3.7,31,7.3
5.2,25.5,19.7
6.6,52.8,11.9
11,11,33.3
11.4,32.5,0
100,0,0
9,39.4,18.2
14.8,13.8,14.1
1.7,15.5,27.5
1.9,26.4,34.1
0,39.1,22
0,0,0
0,38.8,0
100,0,0
4.9,24,14.1
0,24.1,12.6
0,13.1,0
0,27.6,31.9
0,47,53
6.2,27.7,23.4
0,23.7,51.5
5.7,26.1,27.7
0,8,20.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
4,28,17.3
0,14.6,23.2
3,18,21.3
11.9,31.8,17.7
0,11.7,3.7
6.1,31.8,25.3
0,42.4,0
20.5,34.3,13.3
0,10.1,20.9
12.5,37.5,0
10,20,10
5.7,22.7,16.6
50,50,0
3.9,34.8,13
10.3,23.6,16.2
25,0,12.5
0,25.7,22.9
0,20.9,19.7
0,66.9,16.4
0,0,0
8.3,35,22
6.8,31.7,13.7
0,16.7,0
6.8,29.1,31
3.8,31.3,14.4
0,49.1,0
0,0,19.4
11.8,33.1,17.5
0,11.9,8
16.8,29.3,4.1
0,25,0
6.4,16.2,21.1
10.4,31.6,10.7
4.1,19,26.5
2.6,17.9,23
7.1,17.8,13.9
9,32.9,22.7
0,23.1,30.8
5.7,44,14.3
9.2,30.8,15.1
5,20.2,19.9
0,39,0
0,0,0
33.3,0,33.3
11.2,22.4,0
10,10,0
9.3,26.4,13.2
0,0,52
5.6,16.8,27.8
6.8,17.7,35.2
4.5,17.7,14.1
6.8,23.9,20.9
3.7,42.8,18.5
7.8,20.5,36.4
9.2,0,45.8
4.8,19.1,26.2
2.5,31,5.1
15.7,10.5,10.7
0,29.8,28.1
20,0,10
13,44,3.2
0,0,27.7
0,20,10
4.7,8.9,13.3
0,27.2,36.6
0,0,0
6.4,34.8,15.7
0,44.9,5
7.2,29.8,13.3
2.5,24.3,17.1
0,25,0
0.8,26,27
17,8.4,24.5
0,23.2,17.7
17.4,14.5,28.7
2.9,11.6,28.5
0,0,0
4.5,22.4,21.5
0,0,17.3
9.9,32.7,24.3
6.2,12.5,0
0,14.3,7.1
0,0,39.9
0,33,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,11.1,22.2
4.5,45.4,4.5
0,54.4,8.6
6.9,22.9,31.3
0,100,0
9.3,9,46.1
4,24.3,21.1
5.8,19.8,12.9
0,24.6,20
0,8.1,53.9
0,0,0
0,30.9,27.6
13.7,13.6,13
8.1,5.2,19.6
4.2,35.6,29.7
0,28.6,28.6
21.5,26,15.7
0,6.2,56.1
4.3,20.7,21.2
4.6,20.5,27.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
3.2,21.9,29.2
0,0,100
12.3,0,0
0,0,25
0,24.2,37
33.3,0,16.7
0,13.2,33.4
9.1,32.3,22.9
4.3,13.1,17.7
0,0,0
11,7.6,33.5
4.2,20.8,12.8
6.9,13.8,6.9
9.1,23,19.9
9.1,18.9,44.5
16.7,0,0
13.8,16,9.6
0,0,0
10.8,32.7,0
0,19.9,19.9
12.6,12.1,0
2.3,25.5,12.8
4.7,14.2,4.7
6.7,26.8,19.3
6.1,27.5,20.8
11.1,19.2,21.4
6.1,24.6,44.8
11.6,19.5,40.9
7.8,17.3,10.5
0,100,0
0,0,25
7.6,23.7,0
3.5,6.8,17.2
18.9,0,32.5
8.6,31.3,17.6
0,24.9,16.8
0,14.6,13.8
6.2,29.3,25.8
9.6,27.7,23.1
2.4,21.4,21.9
9.1,37.6,13.3
0,8.5,16.9
5.1,25,26.9
11.3,31.5,10.8
4.5,27.2,18.2
8.1,36.6,20.5
2.4,19,14.3
14.5,16.6,5.5
8.5,22.1,15.2
0,9.5,0
5.3,27.9,21.2
4.7,15.3,22.7
1.1,15.3,34.2
0,0,0
16.3,14.6,12.6
18.8,25,12.5
18.2,18.2,0
10.3,11.9,34.9
5.5,11,11
7.7,16.3,15.6
7.8,25.1,14.8
0,15.6,47.1
28.1,0,29.7
0,17,0
0,24.9,34.9
6.4,30.7,19.5
8.7,48.6,12.3
4.8,27.3,25.3
33.3,33.3,0
8.6,27.5,25
2.9,34.7,21.6
6.8,20.6,25.4
0,13.9,8.7
16.4,25,8.1
4,49,9.3
10.3,18.2,15.4
7.1,35.6,21.6
5,21.8,25.7
0,50,0
0,55.8,10.8
17.2,24.1,8.2
0,15.3,16.1
21.8,21.7,10.6
11.2,28.8,18
14.7,27.1,15.9
0,0,0
29.5,18.8,20.5
11.9,34,18.5
6.8,24,12.9
0,40,19.5
9.7,33.6,14.2
15.1,34.8,12.9
14.1,15.9,26.1
0,42.4,27.1
16.5,16.9,15.9
42.6,36.2,0
24.2,0,0
0,0,0
14.9,10,29.9
16.4,24.4,12.8
6.9,16.8,37.6
0,40.5,19.3
0,0,25
11.7,21.2,20
5.6,33,33.1
14,13.4,0
6.8,29.8,27
6.2,26.1,25.7
20.7,28.2,14.2
9.4,22.6,19
5.7,23.5,22.9
20.3,0,0
9.1,29.8,25.9
6.7,27.7,20.1
8.7,26.9,17.7
25.9,0,12.1
10.8,21.5,26.3
8.9,39,15.8
12.9,12.4,11.7
12.8,24.9,16.1
0,0,66.7
3.2,16.4,3.2
5,31.2,25.7
13.6,25.7,8.6
16.7,16.7,33.3
0,0,0
12,33,29.5
15.5,22.5,23.2
10.7,0,10.2
38.6,14.6,7.1
0,20,0
11.9,14.9,21
0,27,9.8
25.3,17.6,18.6
0,20.6,20.6
5.3,18,18.7
13.8,44.5,22.4
7.5,42.5,3.8
5,38.2,14.9
8.7,28.3,20.3
11.5,31.8,18.2
11.7,39.4,17.9
14.6,29.2,13.3
0,0,0
0,19.2,29.3
4.5,14.4,9.9
5.2,36.6,10.7
9.4,17.9,25
0,9.3,36.8
4.2,21.5,43
17.8,9.9,27.5
0,24.5,12.4
7.5,19.5,13.2
0,0,0
13.9,30.7,12.2
18.6,8.9,19.8
4.5,43.2,10.9
0,0,0
9.9,36.1,16.8
30.4,11.3,11.3
11.1,23.1,13
6.7,26.9,22.8
27.8,12.6,15.9
14.9,2.9,11.5
9.6,19.4,28
16.7,16.7,16.7
13.9,0,25.1
10.5,26.4,10.5
2.2,12.8,47.6
6.3,19.6,20.5
3.4,26.9,16
0,0,55.8
0,32.6,10.6
11.2,29.7,11.4
7.8,24,27.8
0,43.2,0
25.3,12.3,26.5
41.7,19.8,0
19.3,22.6,28.9
10.2,33.5,5.4
0,29.7,50.3
9.8,12.6,32.9
11.1,52.4,0
15.1,21.2,0
4.8,23.8,9.6
0,20.6,10.1
11.5,21.8,42.9
0,45.9,15.8
8.7,16.7,0
5.1,10.4,20.7
2.6,26.4,16.5
0,59.6,0
0,11.7,23.7
0,22.7,9.3
3.3,22,35.2
8.2,17.4,23.6
25,25,50
0,24.2,8.8
0,33.5,32.7
0,31.7,15.9
13.5,20.4,29.5
0,9.8,0
12.7,28.8,26.9
10.9,10.9,0
0,36.9,29.2
9.9,16.6,33.9
16.7,16.8,27.9
7.2,39.7,11.7
10.1,35.3,5.4
10.3,32.4,21.7
9.3,31.2,16.5
18.9,9,0
3.7,20.5,30.5
12.3,41.3,8.8
0,0,0
17.1,27.7,13.6
8.3,27.9,22.2
9.7,27.5,18.8
10.7,19.2,41.6
8.8,37.7,32.3
15.4,24.4,34.4
23.9,0,12.6
13.6,12.8,27.5
7.1,36.2,26
16.8,22.4,16
0,0,36.9
10.8,12.2,6
7.8,0,55.5
9.2,11.9,31.2
4.4,38.9,15.4
0,0,0
35.4,14.4,0
14,25.7,28.5
8.7,30.6,19.7
0,25.2,24.7
26.8,28.9,8.5
0,0,49.3
12.9,25.5,36
3.4,23.9,14.4
0,17.4,63.3
11,13.9,8.5
9,25.2,28.8
17.9,20.3,26.9
3.5,22.2,33.2
33.1,16.3,16.6
19.2,23.5,22.5
4.5,22.3,25.2
7.1,39.1,0
9.1,14.5,3
2.2,20.6,26.2
10,40.9,19.8
0,29,35.5
0,17.2,17.5
10.9,16.2,10.7
9.1,30.7,15.1
7,37.7,11.9
0,47.1,19.8
0,32,11.1
7.8,32.5,28.1
0,19.6,5.1
6.9,23.7,43.7
6.9,23.2,10.7
11.5,9.9,19.5
22,21.5,11.6
7.6,7.7,14.4
15.7,32.7,14.7
19.5,18.8,31.2
13,13.7,7.1
0,44.2,4.4
0,0,24.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,32.5,0
0,48.6,0
9.6,38,13.2
0,50,0
7.7,42.6,12.5
3.6,38.5,11.8
10,33.4,15.3
41.8,14.6,15
10.1,29.3,28.8
0,0,22.5
13.6,34.2,7.9
11.2,26.7,22.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
15.9,14.8,28.1
10.6,40.5,18.7
6.9,32.6,11.7
14.7,33.6,18.3
0,0,0
3.9,19.7,30.3
0,21,27.7
32.9,6.6,7
12.4,28,13.8
8.4,8.4,25.7
28.4,0,64.5
14.3,0,0
10.7,24.6,29.7
0,0,9.9
5,29.4,19.7
12.7,13,41.8
6,13.9,21.6
16.1,13.5,32.5
11.2,42.9,11
8.3,19.6,11.1
8.4,34,14
8.9,25.7,0
13.9,42.2,13.9
11,33.6,10.7
6,18.9,54.1
0,50,50
24.3,5.3,15.5
0,16.2,35.1
9.7,10.3,9.4
0,0,0
19.2,19.2,18.1
7.8,30.2,14.9
4,35.1,25
0,22.6,51.9
14,29.2,17.3
0,27.1,28.1
3.4,18.4,15.1
0,50,0
0,44.5,27.3
15.5,46.2,7.7
2.4,33,16.2
0,19.5,22.5
9.1,4.6,36.1
0,24.1,24.5
16.3,16.3,12.5
4.8,36.3,10.7
9.6,27.5,22.5
26.1,30.1,0
0,32.2,8.8
9.6,29,27.3
6.5,27.3,21.8
16.9,21.4,20.4
11,0,12
0,0,51
9.4,30.2,17.6
0,0,0
0,9,33.1
10.5,18.2,32.9
5.5,19.2,31.3
9.3,17.7,0
12.1,33.5,16
16.6,32.2,11.1
6.6,18.8,24.2
0,0,66.6
13.3,17.9,3.5
5.2,21.4,10.7
0,17.1,0
16,18.9,25.4
0,19.6,10.3
8,21.3,26.3
0,30.7,7.6
11.1,22.2,0
4.2,31.2,17
21.7,17.5,21.6
0,37.3,0
7.3,28,34.5
8.5,28.4,35
10.7,21.9,10.6
9.2,23,22.5
2,44,16.7
0,0,0
6.8,24.6,33
0,0,0
16.5,24.9,26.5
3.9,3.9,20
8.4,24,29.8
12.8,31.1,16
13.8,14,14.6
0,44.1,31.7
24.4,17.4,16.7
6.5,31.8,12.2
0,14,30.7
0,19.8,19.8
9.7,24.2,15.3
12.9,37.4,8.6
0,41.2,19.1
13.1,17.1,35.6
0,38.1,21.2
6.9,35.6,25.6
15.9,13,13.1
0,25,0
0,17.1,17.2
11.1,26.1,26.6
11.3,22.5,9.6
28.6,30.8,8.7
0,4.1,38.1
8,26.3,14
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,26.6,22
12.5,25,0
18.4,20.2,14
0,0,100
11.2,35.3,16.7
6.5,19.3,0
33.3,0,0
8.2,32.2,20.7
6.2,25.2,20.7
10,14.4,29.4
0,0,0
23.8,17.6,17
17.6,10.8,16.3
0,47.6,28.5
13.9,19.8,27.3
0,50,16.7
21.5,21.7,16.2
10.9,34.3,18.1
0,50,50
11.2,17.6,16.5
8.3,16,50.2
8,16.9,24.7
11.7,25,15.3
10.2,0,36.6
12.8,24.3,21.6
11.2,25.9,20.9
11.5,0,37.7
13.5,19.8,27.7
0,32,0
15.1,26.5,19.3
10,25.5,20.8
11.7,22.9,20.1
10.6,29.5,2.6
15,32.9,14.8
17.2,29.5,11.6
11.6,42.4,14.8
25.2,24.4,0
0,0,19.9
0,30.8,25.1
21.4,12.1,15.5
0,0,100
0,36.7,0
15.6,23.6,25.8
24.1,25,13.2
0,36.8,36.3
0,20.6,0
0,0,22.1
16.9,5.7,38
0,84.7,0
0,0,49.7
0,29.1,27.7
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,37.4,0
50,50,0
0,0,0
0,50,50
0,0,0
28,23.9,43.9
4.9,40.4,10
0,36.3,0
16.9,23.7,20.2
33.4,0,33.3
0,18.3,26.2
20.1,19.3,7.4
9.4,28.4,8.9
0,0,0
5.2,43,14.6
0,0,0
0,0,100
2.4,14.9,38.3
16,26.3,15.1
10.1,30.6,24.2
